"näringsgren SNI 2007","år","tabellinnehåll","Basfakta företag enligt Företagens ekonomi"
"46.11 provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat","2023","Bruttoinvesteringar, mnkr",2
"46.11 provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat","2023","Nettoinvesteringar, mnkr",2
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Antal företag",141
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Antal anställda",208
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Nettoomsättning, mnkr",3246
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Förädlingsvärde, mnkr",576
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Summa tillgångar, mnkr",2372
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Bruttoinvesteringar, mnkr",43
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2022","Nettoinvesteringar, mnkr",43
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Antal företag",137
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Antal anställda",146
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Nettoomsättning, mnkr",1731
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Förädlingsvärde, mnkr",432
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Summa tillgångar, mnkr",1582
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Bruttoinvesteringar, mnkr",16
"46.12 provisionshandel med bränsle, malm, metaller och industrikemikalier","2023","Nettoinvesteringar, mnkr",2
"46.13 provisionshandel med virke och byggmaterial","2022","Antal företag",343
"46.13 provisionshandel med virke och byggmaterial","2022","Antal anställda",723
"46.13 provisionshandel med virke och byggmaterial","2022","Nettoomsättning, mnkr",11822
"46.13 provisionshandel med virke och byggmaterial","2022","Förädlingsvärde, mnkr",1141
"46.13 provisionshandel med virke och byggmaterial","2022","Summa tillgångar, mnkr",4909
"46.13 provisionshandel med virke och byggmaterial","2022","Bruttoinvesteringar, mnkr",60
"46.13 provisionshandel med virke och byggmaterial","2022","Nettoinvesteringar, mnkr",56
"46.13 provisionshandel med virke och byggmaterial","2023","Antal företag",345
"46.13 provisionshandel med virke och byggmaterial","2023","Antal anställda",851
"46.13 provisionshandel med virke och byggmaterial","2023","Nettoomsättning, mnkr",12442
"46.13 provisionshandel med virke och byggmaterial","2023","Förädlingsvärde, mnkr",1156
"46.13 provisionshandel med virke och byggmaterial","2023","Summa tillgångar, mnkr",5284
"46.13 provisionshandel med virke och byggmaterial","2023","Bruttoinvesteringar, mnkr",201
"46.13 provisionshandel med virke och byggmaterial","2023","Nettoinvesteringar, mnkr",141
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Antal företag",720
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Antal anställda",1803
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Nettoomsättning, mnkr",10466
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Förädlingsvärde, mnkr",2796
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Summa tillgångar, mnkr",6932
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Bruttoinvesteringar, mnkr",88
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2022","Nettoinvesteringar, mnkr",59
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Antal företag",705
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Antal anställda",1539
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Nettoomsättning, mnkr",10722
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Förädlingsvärde, mnkr",2376
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Summa tillgångar, mnkr",7095
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Bruttoinvesteringar, mnkr",95
"46.14 provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg","2023","Nettoinvesteringar, mnkr",87
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Antal företag",242
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Antal anställda",279
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Nettoomsättning, mnkr",1375
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Förädlingsvärde, mnkr",278
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Summa tillgångar, mnkr",1169
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Bruttoinvesteringar, mnkr",10
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2022","Nettoinvesteringar, mnkr",3
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Antal företag",247
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Antal anställda",265
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Nettoomsättning, mnkr",1365
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Förädlingsvärde, mnkr",368
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Summa tillgångar, mnkr",913
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Bruttoinvesteringar, mnkr",16
"46.15 provisionshandel med möbler, hushålls- och järnhandelsvaror","2023","Nettoinvesteringar, mnkr",5
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Antal företag",629
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Antal anställda",646
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Nettoomsättning, mnkr",3010
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Förädlingsvärde, mnkr",647
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Summa tillgångar, mnkr",2056
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Bruttoinvesteringar, mnkr",38
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2022","Nettoinvesteringar, mnkr",36
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Antal företag",617
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Antal anställda",539
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Nettoomsättning, mnkr",2371
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Förädlingsvärde, mnkr",587
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Summa tillgångar, mnkr",1856
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Bruttoinvesteringar, mnkr",33
"46.16 provisionshandel med textilier, kläder, skodon och lädervaror","2023","Nettoinvesteringar, mnkr",16
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Antal företag",516
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Antal anställda",1400
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Nettoomsättning, mnkr",7417
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Förädlingsvärde, mnkr",1179
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Summa tillgångar, mnkr",7151
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Bruttoinvesteringar, mnkr",27
"46.17 provisionshandel med livsmedel, drycker och tobak","2022","Nettoinvesteringar, mnkr",18
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Antal företag",487
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Antal anställda",1245
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Nettoomsättning, mnkr",7964
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Förädlingsvärde, mnkr",1249
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Summa tillgångar, mnkr",5645
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Bruttoinvesteringar, mnkr",48
"46.17 provisionshandel med livsmedel, drycker och tobak","2023","Nettoinvesteringar, mnkr",30
"46.18 provisionshandel med annat specialsortiment","2022","Antal företag",688
"46.18 provisionshandel med annat specialsortiment","2022","Antal anställda",1295
"46.18 provisionshandel med annat specialsortiment","2022","Nettoomsättning, mnkr",6834
"46.18 provisionshandel med annat specialsortiment","2022","Förädlingsvärde, mnkr",1630
"46.18 provisionshandel med annat specialsortiment","2022","Summa tillgångar, mnkr",8031
"46.18 provisionshandel med annat specialsortiment","2022","Bruttoinvesteringar, mnkr",53
"46.18 provisionshandel med annat specialsortiment","2022","Nettoinvesteringar, mnkr",48
"46.18 provisionshandel med annat specialsortiment","2023","Antal företag",671
"46.18 provisionshandel med annat specialsortiment","2023","Antal anställda",1169
"46.18 provisionshandel med annat specialsortiment","2023","Nettoomsättning, mnkr",6525
"46.18 provisionshandel med annat specialsortiment","2023","Förädlingsvärde, mnkr",1511
"46.18 provisionshandel med annat specialsortiment","2023","Summa tillgångar, mnkr",5375
"46.18 provisionshandel med annat specialsortiment","2023","Bruttoinvesteringar, mnkr",57
"46.18 provisionshandel med annat specialsortiment","2023","Nettoinvesteringar, mnkr",54
"46.19 provisionshandel med blandat sortiment","2022","Antal företag",419
"46.19 provisionshandel med blandat sortiment","2022","Antal anställda",314
"46.19 provisionshandel med blandat sortiment","2022","Nettoomsättning, mnkr",1338
"46.19 provisionshandel med blandat sortiment","2022","Förädlingsvärde, mnkr",376
"46.19 provisionshandel med blandat sortiment","2022","Summa tillgångar, mnkr",1368
"46.19 provisionshandel med blandat sortiment","2022","Bruttoinvesteringar, mnkr",6
"46.19 provisionshandel med blandat sortiment","2022","Nettoinvesteringar, mnkr",5
"46.19 provisionshandel med blandat sortiment","2023","Antal företag",437
"46.19 provisionshandel med blandat sortiment","2023","Antal anställda",291
"46.19 provisionshandel med blandat sortiment","2023","Nettoomsättning, mnkr",1497
"46.19 provisionshandel med blandat sortiment","2023","Förädlingsvärde, mnkr",312
"46.19 provisionshandel med blandat sortiment","2023","Summa tillgångar, mnkr",996
"46.19 provisionshandel med blandat sortiment","2023","Bruttoinvesteringar, mnkr",7
"46.19 provisionshandel med blandat sortiment","2023","Nettoinvesteringar, mnkr",6
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Antal företag",960
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Antal anställda",4200
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Nettoomsättning, mnkr",42368
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Förädlingsvärde, mnkr",4276
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Summa tillgångar, mnkr",53590
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Bruttoinvesteringar, mnkr",484
"46.2 partihandel med jordbruksråvaror och levande djur","2022","Nettoinvesteringar, mnkr",462
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Antal företag",954
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Antal anställda",4230
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Nettoomsättning, mnkr",38808
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Förädlingsvärde, mnkr",3535
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Summa tillgångar, mnkr",38597
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Bruttoinvesteringar, mnkr",606
"46.2 partihandel med jordbruksråvaror och levande djur","2023","Nettoinvesteringar, mnkr",516
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Antal företag",380
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Antal anställda",2608
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Nettoomsättning, mnkr",35978
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Förädlingsvärde, mnkr",2841
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Summa tillgångar, mnkr",50000
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Bruttoinvesteringar, mnkr",379
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2022","Nettoinvesteringar, mnkr",367
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Antal företag",372
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Antal anställda",2690
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Nettoomsättning, mnkr",33234
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Förädlingsvärde, mnkr",2226
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Summa tillgångar, mnkr",34779
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Bruttoinvesteringar, mnkr",439
"46.21 partihandel med spannmål, råtobak, utsäde och djurfoder","2023","Nettoinvesteringar, mnkr",382
"46.22 partihandel med blommor och växter","2022","Antal företag",345
"46.22 partihandel med blommor och växter","2022","Antal anställda",1366
